at,status,reasons,forecast_status,forecast_model,cetane_age_days,t95_age_days,cetane_fresh,t95_fresh,regime_class,model,recommended,blocked_only_by_cn_t95_staleness,research_relaxed_upper_bound,year,cetane_age_bin,t95_age_bin
2025-01-13 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,11.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-01-14 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,12.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-01-15 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,13.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-01-16 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,14.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-01-17 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|Свежие поточные анализаторы серы расходятся; требуется проверка источников|cetane: измерение не свежее (stale),abstain,v3,15.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-01-18 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,16.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-01-19 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,17.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-01-20 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|Свежие поточные анализаторы серы расходятся; требуется проверка источников|cetane: измерение не свежее (stale),abstain,v3,18.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-01-21 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale)|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте,abstain,v3,19.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-01-22 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,20.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-01-23 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|Свежие поточные анализаторы серы расходятся; требуется проверка источников|cetane: измерение не свежее (stale),abstain,v3,21.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-01-23 19:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,22.375,0.375,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-01-24 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|Свежие поточные анализаторы серы расходятся; требуется проверка источников|cetane: измерение не свежее (stale),abstain,v3,22.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-01-25 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,23.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-01-26 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|Свежие поточные анализаторы серы расходятся; требуется проверка источников|cetane: измерение не свежее (stale),abstain,v3,24.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-01-27 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,25.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-01-28 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,26.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-01-29 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,27.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-01-30 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,28.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-01-31 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,29.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-02-01 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,30.875,0.875,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-02-02 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,31.875,0.875,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-02-03 01:48:22,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|Свежие поточные анализаторы серы расходятся; требуется проверка источников|cetane: измерение не свежее (stale)|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте,abstain,v3,32.65858796296296,0.658587962962963,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-02-03 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|Свежие поточные анализаторы серы расходятся; требуется проверка источников|cetane: измерение не свежее (stale)|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте,abstain,v3,32.875,0.875,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-02-04 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,33.875,0.875,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-02-05 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,34.875,0.875,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-02-07 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,36.875,1.875,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-02-08 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным,abstain,v3,0.875,0.875,True,True,normal,v3,False,False,False,2025,<=2d,<=2d
2025-02-09 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|Свежие поточные анализаторы серы расходятся; требуется проверка источников,abstain,v3,1.875,0.875,True,True,normal,v3,False,False,False,2025,<=2d,<=2d
2025-02-10 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale)|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте,abstain,v3,2.875,0.875,False,True,normal,v3,False,False,False,2025,2-7d,<=2d
2025-02-11 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,3.875,0.875,False,True,normal,v3,False,False,False,2025,2-7d,<=2d
2025-02-12 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,4.875,0.875,False,True,normal,v3,False,False,False,2025,2-7d,<=2d
2025-02-13 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,5.875,0.875,False,True,normal,v3,False,False,False,2025,2-7d,<=2d
2025-02-13 13:46:39,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,6.157395833333333,1.1573958333333334,False,True,normal,v3,False,False,False,2025,2-7d,<=2d
2025-02-14 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,6.875,0.875,False,True,normal,v3,False,False,False,2025,2-7d,<=2d
2025-02-14 19:41:16,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,7.403657407407407,0.4036574074074074,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-02-14 23:39:46,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,7.569282407407408,0.5692824074074074,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-02-15 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,7.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-02-16 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|Свежие поточные анализаторы серы расходятся; требуется проверка источников|cetane: измерение не свежее (stale),abstain,v3,8.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-02-17 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,9.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-02-18 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,10.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-02-19 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,11.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-02-20 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|Свежие поточные анализаторы серы расходятся; требуется проверка источников|cetane: измерение не свежее (stale)|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте,abstain,v3,12.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-02-21 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,13.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-02-22 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,14.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-02-23 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,15.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-02-24 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale)|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте,abstain,v3,16.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-02-25 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,17.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-02-26 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,18.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-02-27 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,19.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-02-28 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale)|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте,abstain,v3,20.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-03-01 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale)|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте,abstain,v3,21.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-03-02 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,22.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-03-03 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale)|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте,abstain,v3,23.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-03-06 07:00:00,abstain,Базовая сера: измерение не свежее (stale)|Нет допустимого модельного прогноза для решения по наблюдаемым данным|t95: измерение не свежее (stale)|cetane: измерение не свежее (stale),abstain,v3,26.875,2.875,False,False,normal,v3,False,False,False,2025,7-30d,2-7d
2025-03-07 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,27.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-03-08 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,28.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-03-09 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,29.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-03-10 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,30.875,0.875,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-03-11 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale)|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте,abstain,v3,31.875,0.875,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-03-12 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным,abstain,v3,0.875,0.875,True,True,normal,v3,False,False,False,2025,<=2d,<=2d
2025-03-13 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным,abstain,v3,1.875,0.875,True,True,normal,v3,False,False,False,2025,<=2d,<=2d
2025-03-14 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,2.875,0.375,False,True,normal,v3,False,False,False,2025,2-7d,<=2d
2025-03-15 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale)|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте,abstain,v3,3.875,0.875,False,True,normal,v3,False,False,False,2025,2-7d,<=2d
2025-03-16 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale)|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте,abstain,v3,4.875,0.875,False,True,normal,v3,False,False,False,2025,2-7d,<=2d
2025-03-17 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale)|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте,abstain,v3,5.875,0.875,False,True,normal,v3,False,False,False,2025,2-7d,<=2d
2025-03-18 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте|cetane: измерение не свежее (stale),abstain,v3,6.875,0.875,False,True,normal,v3,False,False,False,2025,2-7d,<=2d
2025-03-19 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|Свежие поточные анализаторы серы расходятся; требуется проверка источников|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте|cetane: измерение не свежее (stale),abstain,v3,7.875,0.375,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-03-20 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|Базовый показатель t95 не выполняет ограничение; его отклик не моделируется|cetane: измерение не свежее (stale)|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте,abstain,v3,8.875,0.375,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-03-21 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale)|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте,abstain,v3,9.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-03-22 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,10.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-03-23 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|Свежие поточные анализаторы серы расходятся; требуется проверка источников|cetane: измерение не свежее (stale),abstain,v3,11.875,0.3406134259259259,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-03-24 03:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,12.708333333333334,0.7083333333333334,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-03-24 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|Свежие поточные анализаторы серы расходятся; требуется проверка источников|cetane: измерение не свежее (stale),abstain,v3,12.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-03-24 21:01:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|Свежие поточные анализаторы серы расходятся; требуется проверка источников|cetane: измерение не свежее (stale),abstain,v3,13.459027777777777,0.45902777777777776,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-03-25 03:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|Свежие поточные анализаторы серы расходятся; требуется проверка источников|cetane: измерение не свежее (stale),abstain,v3,13.708333333333334,0.7083333333333334,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-03-25 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale)|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте,abstain,v3,13.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-03-25 17:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,14.291666666666666,0.2916666666666667,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-03-26 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale)|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте,abstain,v3,14.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-03-26 20:07:57,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,15.4221875,0.4221875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-03-27 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale)|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте,abstain,v3,15.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-03-29 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,17.875,1.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-03-30 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,18.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-03-31 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale)|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте,abstain,v3,19.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-04-01 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,20.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-04-02 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,21.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-04-03 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|Свежие поточные анализаторы серы расходятся; требуется проверка источников|cetane: измерение не свежее (stale),abstain,v3,22.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-04-05 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale)|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте,abstain,v3,24.875,1.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-04-06 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,25.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-04-07 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,26.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-04-08 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,27.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-04-09 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|Базовый показатель t95 не выполняет ограничение; его отклик не моделируется|cetane: измерение не свежее (stale),abstain,v3,28.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-04-10 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,29.875,0.875,False,True,normal,v3,False,False,False,2025,7-30d,<=2d
2025-04-11 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|Базовый показатель t95 не выполняет ограничение; его отклик не моделируется|cetane: измерение не свежее (stale),abstain,v3,30.875,0.875,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-04-12 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,31.875,0.875,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-04-13 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,32.875,0.875,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-04-14 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,33.875,0.875,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-04-15 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|Свежие поточные анализаторы серы расходятся; требуется проверка источников|cetane: измерение не свежее (stale),abstain,v3,34.875,0.875,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-04-16 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,35.875,0.875,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-04-17 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,36.875,0.875,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-04-18 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,37.875,0.875,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-04-18 17:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,38.291666666666664,0.2916666666666667,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-04-19 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale)|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте,abstain,v3,38.875,0.875,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-04-20 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,39.875,0.875,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-04-21 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|Свежие поточные анализаторы серы расходятся; требуется проверка источников|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте|cetane: измерение не свежее (stale),abstain,v3,40.875,0.875,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-04-22 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale)|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте,abstain,v3,41.875,0.875,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-04-23 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale)|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте,abstain,v3,42.875,0.875,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-04-24 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте|cetane: измерение не свежее (stale),abstain,v3,43.875,0.875,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-04-25 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|Свежие поточные анализаторы серы расходятся; требуется проверка источников|Сера в конце горизонта превышает обязательный предел 10 мг/кг|Цель по сере не достигнута в выбранном горизонте|cetane: измерение не свежее (stale),abstain,v3,44.875,0.875,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-04-26 03:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|Свежие поточные анализаторы серы расходятся; требуется проверка источников|cetane: измерение не свежее (stale),abstain,v3,45.708333333333336,0.7083333333333334,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-04-26 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|Свежие поточные анализаторы серы расходятся; требуется проверка источников|cetane: измерение не свежее (stale),abstain,v3,45.875,0.875,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
2025-04-27 07:00:00,abstain,Нет допустимого модельного прогноза для решения по наблюдаемым данным|cetane: измерение не свежее (stale),abstain,v3,46.875,0.875,False,True,normal,v3,False,False,False,2025,30-60d,<=2d
