timestamp,source,sampling_point,analyte,value,unit
2023-01-11 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',50%.T,268.0,C
2023-01-11 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',FlashPoint,68.0,C
2023-01-11 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,CloudPoint,-2.0,C
2023-01-11 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',90%.T,333.0,C
2023-01-11 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,95%.T,356.0,C
2023-01-11 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',50%.T,277.0,C
2023-01-11 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',D15,833.0999755859375,kg/m3
2023-01-11 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',90%.T,343.0,C
2023-01-11 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',50%.T,308.0,C
2023-01-11 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',90%.T,346.0,C
2023-01-11 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',95%.T,356.0,C
2023-01-11 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',PourPoint,-5.0,C
2023-01-11 22:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',CloudPoint,-3.0,C
2023-01-12 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',CloudPoint,-3.0,C
2023-01-12 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',90%.T,334.0,C
2023-01-12 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',90%.T,326.0,C
2023-01-12 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',D15,831.7000122070312,kg/m3
2023-01-12 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',95%.T,340.0,C
2023-01-12 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,CloudPoint,-3.0,C
2023-01-12 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',95%.T,348.0,C
2023-01-12 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,90%.T,335.0,C
2023-01-12 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',FlashPoint,71.0,C
2023-01-12 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',50%.T,267.0,C
2023-01-12 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,95%.T,352.0,C
2023-01-12 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,50%.T,270.0,C
2023-01-12 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',Mg.Sulfur,9.100000381469727,mg/kg
2023-01-12 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',50%.T,275.0,C
2023-01-12 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',CloudPoint,-3.0,C
2023-01-12 14:00:00,LIMS,Установка 'АВТ'. Точка отбора '1'. Продукт 'Дизельное топливо',PourPoint,-5.0,C
2023-01-12 18:44:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',CloudPoint,-4.0,C
2023-01-13 00:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',CloudPoint,-6.0,C
2023-01-13 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,90%.T,333.0,C
2023-01-13 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,CloudPoint,-6.0,C
2023-01-13 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',95%.T,339.0,C
2023-01-13 10:00:00,LIMS,Установка 'Гидроочистка'. Точка отбора '1'. Продукт 'ФРАКЦ_ДИЗ'.,50%.T,265.0,C
2023-01-13 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',90%.T,324.0,C
2023-01-13 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',CloudPoint,-5.0,C
2023-01-13 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',95%.T,353.0,C
2023-01-13 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',FlashPoint,72.0,C
2023-01-13 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',90%.T,339.0,C
2023-01-13 10:00:00,LIMS,Установка 'АВТ'. Точка отбора '3'. Продукт 'Дизельное топливо',50%.T,277.0,C
2023-01-13 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',CloudPoint,-5.0,C
2023-01-13 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',Mg.Sulfur,9.800000190734863,mg/kg
2023-01-13 10:00:00,LIMS,Установка 'Гидроочистка'.. Точка отбора '2'. Продукт 'Дизельное топливо',D15,831.0,kg/m3
